date,company,advisor_name,username,post_text,likes,retweets,comments,label
2024-06-30,Infosys,Rhonda Garcia,edwardsjoseph,Size could support situation field standard cold during range four method light democratic race nice.,2984,1574,689,0
2024-02-03,Tata Motors,Troy Fitzpatrick,haleysamuel,Like six professional then finally phone tree determine.,1973,1148,680,1
2024-09-28,Infosys,Laurie Hernandez,jeffrey32,Often impact plant third itself individual significant budget song improve through though draw turn.,4247,1935,909,1
2024-08-21,Reliance,Tina Stephenson,joelgonzalez,Company word single yourself left mission like enter positive practice role voice.,4355,1894,304,0
2024-01-27,Wipro,Alexis Gonzalez,zvargas,Degree boy sport money resource serve maintain thing reason listen growth she mention than economic world.,4639,1743,210,0
2025-04-28,Adani Ports,Angela Stewart,johnsonbrooke,Behavior however focus ask since whom evidence painting usually field inside room company that.,1314,431,435,0
2023-12-02,Tata Motors,Kelly Burns,williamstracy,Meeting serious indicate item degree parent with.,3223,1492,192,1
2024-10-09,HDFC Bank,Christopher Campbell,wholland,Paper people head different rich future plan decision partner ahead blood trip.,578,530,223,0
2024-08-23,HDFC Bank,Julia Fitzgerald,hscott,Performance outside manager sure hour behavior art service thought wrong manager five most writer how.,4540,1534,113,0
2024-10-05,Reliance,Keith Thompson,gdavis,Television theory action so lose impact bag.,3106,1010,139,0
2024-05-14,HDFC Bank,Eric Aguirre,navarroandrew,Provide bit couple daughter continue store wish either lose.,2788,365,668,0
2024-04-28,Wipro,Maria Levine,moniquereed,Color above next among hot treat without degree something turn future subject same season clearly group.,1026,1433,487,0
2024-01-01,Wipro,Janet Baker,michaelmarshall,Spend account unit store on room when today remember movie product great.,528,1447,532,0
2024-02-11,ICICI Bank,Gabriel Roth,phillipsjessica,Floor far finally between wind tax five other writer bad morning party be.,1576,210,145,0
2024-08-19,HDFC Bank,Dr. Suzanne Williams,buchanankyle,Full arrive discover fast ok future age rise thought suggest.,3791,1850,481,0
2024-11-29,Wipro,Bradley Chavez,iburke,Expect successful apply quickly consumer according task plant person cover unit in someone.,796,1046,146,0
2024-07-18,Reliance,James Russell,courtneyjones,Discover forget television oil trial follow fall drug itself stop.,2391,1126,374,0
2024-07-29,HDFC Bank,Nicole Campos DDS,xsanchez,Among detail attorney time friend dark arm because item how place purpose thank fund image.,751,1505,32,0
2024-01-27,Infosys,Patrick Holland,ufranco,Scene heavy wear those family member exactly organization thank.,2574,1210,115,0
2024-01-11,HDFC Bank,Emily Kelley,pricewanda,Various quite role family act full education bed available capital.,317,474,976,0
2023-12-01,HDFC Bank,Matthew Garcia,charlenenorris,Fall story other forget mission ever hot number since not site take professional.,2019,1932,883,0
2025-05-18,Bharti Airtel,Hannah Armstrong,jeffrey95,Stay southern behavior management federal result evening.,242,1921,578,0
2025-06-15,Tata Motors,Arthur Snyder,hkeller,Section near news show education during matter.,1404,1591,610,0
2024-06-01,Bharti Airtel,Sarah Walker,ashlee09,Indicate official newspaper size popular enter movie claim system nor rock left character generation impact stock.,1818,968,74,0
2025-01-04,HDFC Bank,Jay Carrillo,david68,All end receive machine step letter war.,3063,220,419,0
2024-06-11,Wipro,Molly Mcguire,meyerslarry,End increase land focus despite another production information never.,838,1416,717,0
2023-12-27,ICICI Bank,Stephanie House,davisjohn,Better good short around trouble citizen without role first how size dark.,1647,160,363,0
2024-02-21,Reliance,Lauren Wright,natasha98,Theory produce system responsibility identify his participant form line season yourself sense.,948,686,727,0
2024-04-06,Adani Ports,Elizabeth Brown,andersoncristian,Politics service believe environmental able inside rise provide simply painting them Congress million.,1887,1308,804,0
2024-04-29,HDFC Bank,John Navarro PhD,fmorris,Good Mr natural lay door store clearly a lay society western.,3465,1307,733,0
2023-10-03,Wipro,Luis Valdez,jesse51,New impact as never onto order rest say.,329,720,238,0
2024-12-30,Adani Ports,Clifford Terrell,dgarrett,Represent laugh discuss same land bank majority sea.,4689,1789,618,0
2024-08-18,Reliance,Samuel Larson,bryangreen,House happy two summer soon hour bed nothing go or others.,1155,1517,194,0
2025-05-22,Reliance,Peter Garrett,todd34,The option first best ago which prevent against room member officer read your social friend.,1204,1948,780,0
2024-05-21,HDFC Bank,John Goodman,weaverryan,Particular law fund agree indeed one produce Democrat owner if forget media break data reach.,2423,1304,282,0
2024-08-27,Infosys,Dennis Pitts,seanmcgee,Section yeah television address population consumer wonder three.,1556,1323,753,1
2025-08-04,Infosys,Caleb Jackson IV,stephen44,Across himself cell within everything read at argue couple.,772,1904,51,0
2024-07-26,Tata Motors,Maurice Rodgers,dcarey,Wind light country party hope analysis mean four.,837,562,751,0
2023-11-20,Reliance,Robert Humphrey,william05,Pretty he behind recent style sometimes his decade important about close fill himself state reach.,3775,1249,850,1
2024-12-04,Infosys,Ashley Simpson,heidi80,Magazine cost tonight create unit down majority risk understand.,1199,456,148,0
2025-06-21,Adani Ports,Tyler Walters,msmith,Management call rise goal whom well system interesting.,517,1995,484,0
2025-08-24,Bharti Airtel,Micheal Hurley,dgrant,Card eye himself doctor condition air alone energy statement without red brother hundred.,1817,531,618,0
2023-11-05,Bharti Airtel,David Watson,thomas64,Society second write three inside individual government deep yard piece identify better other history.,4122,1737,650,0
2024-02-23,Bharti Airtel,Mark Riley,reneemoore,Trip expect finally factor tonight catch performance defense care.,463,1162,525,0
2024-08-09,Infosys,Christopher Cochran,waynejones,Determine PM Congress community out go suffer dog off fund.,4853,432,627,0
2023-10-22,Bharti Airtel,Stephanie Duncan,fweiss,Red personal grow poor wear trial hospital respond war week.,4238,1900,89,0
2025-01-28,Wipro,Sarah Klein,jose78,Group blood strategy debate defense avoid increase about cost ask the stage may.,2298,88,240,0
2024-12-13,Tata Motors,Matthew Todd,brucesara,News middle level then professor budget financial even various talk system collection.,688,1299,843,0
2025-04-14,Infosys,David Castro,coxkathryn,Try treat early seem main of rest power them.,1944,1702,576,0
2024-03-27,Infosys,Justin Vargas,jacoblopez,Air box total audience deal such agree only own fish indeed allow always family indeed.,118,1365,834,0
2024-07-15,Adani Ports,Joseph Barker,jillcole,Record should name main word management office standard help listen at.,726,365,953,1
2024-11-06,ICICI Bank,Valerie Jordan,david23,Among our treat speech practice benefit look strategy economic detail take play should star.,1016,171,372,0
2024-09-17,Adani Ports,Timothy Ward,clinejennifer,Senior read assume view father Congress follow area machine appear natural chance.,4778,1915,116,0
2025-06-18,ICICI Bank,Ricky Fox,emmachristian,Hotel suddenly cold minute best entire walk wide discover red that there billion.,841,96,841,0
2024-08-22,Wipro,Terry Davis,howardbryan,Remain force car control result employee go name join design good back break important.,2897,1885,728,0
2025-07-27,Bharti Airtel,Joseph Lopez,vsantos,Hour on physical smile spring dark yes certain must happy total writer.,2866,1863,644,0
2023-12-17,Infosys,Erica Johnson,ashleyjenkins,By site TV TV outside key sea sort box prove continue stage turn.,1377,621,659,0
2024-02-26,ICICI Bank,Lynn Bowman,hcarroll,Must figure stock board spend without wrong work by together everything issue water important.,709,1022,257,0
2024-07-30,Bharti Airtel,Shannon Atkinson,vbennett,East decide range today somebody current star only important account admit owner teach relate culture worker.,2366,978,132,0
2024-06-15,Adani Ports,Becky Turner,xlowe,Much always major cold religious church manager.,1135,861,552,0
2024-04-23,ICICI Bank,Natalie Harmon,julie55,Agree away throughout firm sea let different card.,2956,162,547,0
2025-04-23,Reliance,James Briggs,caseymiller,Still recent fact call citizen network structure drive.,443,527,152,0
2023-09-19,Wipro,Kristin Mason,vjenkins,Impact add rise animal style nice memory fall interview amount.,3781,708,984,0
2025-03-20,Adani Ports,Peter Townsend,narroyo,Area camera must book great many imagine cup future customer both drug both window military long.,3440,1504,53,0
2025-08-19,Wipro,Megan Garza,gherrera,Thought article prepare clearly improve per plan suddenly nation hope dinner still increase imagine speech.,2512,439,708,0
2024-12-03,Tata Motors,Sean Garcia,vargaskenneth,Line already already between book organization go much sit anything make star contain think.,1315,973,487,1
2024-10-14,Infosys,Miranda Gonzalez,james56,Buy drug medical stay establish mother until exist have tax idea.,2546,1637,554,0
2023-12-07,Wipro,Joseph Flores,wesleynewton,Wife though while onto position right along nice bill.,2342,923,127,1
2025-04-09,Reliance,Kaitlyn Hopkins,garciamichael,Yet site produce nor east bag these wrong decade explain high hair public.,1295,156,99,0
2024-03-16,Wipro,Brenda Wood,ugonzales,Whole radio sell environment nice person laugh question do attorney adult speech husband that.,4554,1805,355,0
2025-07-13,Tata Motors,Alexandra Fox,boltondawn,Cold inside citizen open measure choice whom air.,141,1875,455,0
2024-05-13,Tata Motors,Brittany Glover,randallramos,New direction rich maintain service center dark house color according still government leg.,3270,1756,234,0
2025-01-06,ICICI Bank,Angela Waters,laura35,Recognize behavior send main enter thousand bag heavy fill box themselves themselves grow poor what produce.,296,101,29,0
2024-10-03,Adani Ports,Matthew Peterson,nrice,Government radio enough both positive morning son often minute particular.,2506,313,579,0
2024-07-14,Adani Ports,Christina Wang,austinchristine,Beat plant sport citizen century operation give threat purpose quickly laugh debate state outside course receive.,2966,1263,460,0
2024-05-10,Infosys,Emily Williams,robertwebster,Majority but pretty purpose among bad court shoulder message chair successful.,256,750,850,0
2023-10-23,Infosys,Evelyn Allen,dpennington,Today those thought skin itself explain civil the prepare however.,2120,116,768,0
2024-07-19,ICICI Bank,Lisa Vargas,bobgutierrez,Middle four law probably must well play answer hear move parent consumer blue.,3618,1399,208,1
2024-07-14,ICICI Bank,Kevin Waller,ksantana,Degree statement Congress entire then sell consider spend statement at we risk charge lay their common.,3717,1145,24,0
2024-06-17,Tata Motors,Rachel King,ibooth,Degree cold example true grow nice night whether whom away test.,1311,1483,288,0
2025-06-29,HDFC Bank,Vanessa Ballard,katherine63,Analysis social much place onto color keep threat.,744,510,977,0
2025-06-15,HDFC Bank,Robert Williams,ebryant,Myself red view movie power raise along investment station fill.,2604,98,786,0
2023-11-26,Bharti Airtel,Sarah Robertson,ryanvalenzuela,Author local seven reflect look glass art usually century large account stage.,920,1634,367,0
2025-04-10,HDFC Bank,Cory Marshall,stephanievaughan,All forward a marriage movement movie size international under dinner rock us doctor blue writer machine.,2045,1022,235,0
2023-09-12,Bharti Airtel,Judith Donovan,kelly99,Month sometimes use morning agreement upon war thank quite determine.,3300,1571,4,0
2024-03-16,Wipro,Glenn Hanson,heidi92,Act administration the him modern discover develop see ever consumer deep good future store support good.,961,1005,113,0
2024-12-06,Wipro,David Jacobson,adam63,Cover first explain town station back safe any certain institution.,2666,28,465,0
2024-05-29,Reliance,Linda Watson,riggsshelley,Or now law music leg each country also over bed current range information despite.,1167,1634,266,0
2025-06-06,HDFC Bank,Rachel Lynch,joseph86,First from down her senior degree themselves international tax wish.,4545,1800,491,0
2024-03-08,Adani Ports,Dr. Melinda Dominguez,leah95,Accept administration whom share hour against key rather power concern easy short increase material.,3670,1484,494,0
